scientificName,eventDate,decimalLatitude,decimalLongitude,stateProvince,country,basisOfRecord,institutionCode
"Sus scrofa domesticus Linnaeus, 1758",2013-09-15T14:48,-19.886,-56.278,Mato Grosso do Sul,Brazil,HUMAN_OBSERVATION,iNaturalist
"Sus scrofa domesticus Linnaeus, 1758",2013-11-14T17:57,-19.482353,-56.919588,Mato Grosso do Sul,Brazil,HUMAN_OBSERVATION,iNaturalist
